Quantiles,Sex,Education,Component,Value,Std Error,Value lower bound,Value upper bound
0.2,Male,High Education,Total,0.0385837587917459,0.0208416119942621,-0.0151006761162707,0.0922681936997625
0.2,Male,High Education,Structural,-0.178828137814644,0.0202774980114198,-0.231059511395114,-0.126596764234175
0.2,Male,High Education,Characteristics,0.21741189660639,0.00999900246007373,0.191656173063475,0.243167620149306
0.3,Male,High Education,Sample,3.7680133927887,,,
0.3,Male,High Education,Counterfactual,3.78480475994166,0.0112923334267082,3.7557176365957,3.81389188328761
0.3,Male,High Education,Total,-0.0167913671529569,0.0191885062115251,-0.0662176837439333,0.0326349494380194
0.3,Male,High Education,Structural,-0.205546887250497,0.0188785369575427,-0.254174775953866,-0.156918998547127
0.3,Male,High Education,Characteristics,0.18875552009754,0.0101066217838644,0.162722587546776,0.214788452648303
0.4,Male,High Education,Sample,3.98904762251259,,,
0.4,Male,High Education,Counterfactual,4.0288911249241,0.0117355931989646,3.99866224006767,4.05912000978052
0.4,Male,High Education,Total,-0.0398435024115051,0.0178592808818397,-0.0858459614472585,0.00615895662424819
0.4,Male,High Education,Structural,-0.20461572320097,0.0188941228026593,-0.253283758380911,-0.155947688021029
0.4,Male,High Education,Characteristics,0.164772220789465,0.0107072142478677,0.137192264570431,0.192352177008499
0.5,Male,High Education,Sample,4.21064631558472,,,
0.5,Male,High Education,Counterfactual,4.24852691947143,0.0124020686379994,4.21658130764905,4.28047253129381
0.5,Male,High Education,Total,-0.0378806038867072,0.0167134629993169,-0.080931631644128,0.00517042387071361
0.5,Male,High Education,Structural,-0.183055087204483,0.0188046543473945,-0.23149266691561,-0.134617507493356
0.5,Male,High Education,Characteristics,0.145174483317776,0.0111044935282003,0.116571203486769,0.173777763148783
0.6,Male,High Education,Sample,4.44414599204119,,,
0.6,Male,High Education,Counterfactual,4.46048657493907,0.0127598480627015,4.42761938439033,4.4933537654878
0.6,Male,High Education,Total,-0.0163405828978735,0.015710968570915,-0.0568093561299722,0.0241281903342251
0.6,Male,High Education,Structural,-0.145485009013758,0.0184169525207996,-0.192923934998902,-0.0980460830286132
0.6,Male,High Education,Characteristics,0.129144426115884,0.0110608432908848,0.100653581845261,0.157635270386507
0.7,Male,High Education,Sample,4.69004316885329,,,
0.7,Male,High Education,Counterfactual,4.67771174779875,0.0125997404430469,4.64525696714844,4.71016652844906
0.7,Male,High Education,Total,0.0123314210545376,0.0145009511758421,-0.0250205539135285,0.0496833960226036
0.7,Male,High Education,Structural,-0.100592602388777,0.0174815129464612,-0.145621995706641,-0.0555632090709126
0.7,Male,High Education,Characteristics,0.112924023443314,0.0102402112225973,0.0865469873016181,0.139301059585011
0.8,Male,High Education,Sample,4.96326229678776,,,
0.8,Male,High Education,Counterfactual,4.92351999383206,0.0123850205912112,4.89161829486817,4.95542169279596
0.8,Male,High Education,Total,0.039742302955692,0.0152770615466436,0.000391200151727493,0.0790934057596566
0.8,Male,High Education,Structural,-0.0579718651016306,0.0178907258516853,-0.104055321012161,-0.0118884091910998
0.8,Male,High Education,Characteristics,0.0977141680573226,0.00956737087199995,0.0730702538073049,0.12235808230734
0.9,Male,High Education,Sample,5.31125627895224,,,
0.9,Male,High Education,Counterfactual,5.2680026991793,0.013414278147903,5.23344980843998,5.30255558991863
0.9,Male,High Education,Total,0.0432535797729345,0.0182218790337908,-0.00368287020802702,0.0901900297538961
0.9,Male,High Education,Structural,-0.0285902433083152,0.0206547521718449,-0.0817933592100937,0.0246128725934633
0.9,Male,High Education,Characteristics,0.0718438230812497,0.0107525399199351,0.0441471156679017,0.0995405304945977
0.1,Female,Low Education,Sample,1.91830573323704,,,
0.1,Female,Low Education,Counterfactual,1.84573728554964,0.00499743916662584,1.83286473530154,1.85860983579774
0.1,Female,Low Education,Total,0.0725684476873949,0.00771350427117891,0.0526997773526427,0.0924371180221471
0.1,Female,Low Education,Structural,0.0173342081666095,0.00597542998521694,0.0019425205093829,0.032725895823836
0.1,Female,Low Education,Characteristics,0.0552342395207854,0.00489518276527935,0.0426250843077514,0.0678433947338195
0.2,Female,Low Education,Sample,2.05710198445355,,,
0.2,Female,Low Education,Counterfactual,1.97481607892661,0.00510414884276723,1.96166866276774,1.98796349508549
0.2,Female,Low Education,Total,0.082285905526938,0.00654729447482383,0.065421192559723,0.0991506184941531
0.2,Female,Low Education,Structural,0.045880498252779,0.00537078422996876,0.0320462748501871,0.0597147216553708
0.2,Female,Low Education,Characteristics,0.0364054072741591,0.00501676058564555,0.0234830883487641,0.049327726199554
0.3,Female,Low Education,Sample,2.19336713690798,,,
0.3,Female,Low Education,Counterfactual,2.08523590752346,0.00546879854840536,2.07114921596727,2.09932259907964
0.3,Female,Low Education,Total,0.108131229384523,0.00634661897695716,0.0917834222452169,0.124479036523829
0.3,Female,Low Education,Structural,0.0690232458878257,0.00590470312119098,0.0538137385595053,0.0842327532161461
0.3,Female,Low Education,Characteristics,0.039107983496697,0.00545629063602547,0.0250535101877431,0.0531624568056509
0.4,Female,Low Education,Sample,2.32879000127556,,,
0.4,Female,Low Education,Counterfactual,2.19064828762509,0.0054614563861452,2.1765805082256,2.20471606702458
0.4,Female,Low Education,Total,0.138141713650475,0.006317573042567,0.121868723880121,0.15441470342083
0.4,Female,Low Education,Structural,0.0881655191587005,0.00633194566012232,0.0718555079788782,0.104475530338523
0.4,Female,Low Education,Characteristics,0.0499761944917747,0.0054952991913429,0.0358212418029451,0.0641311471806043
0.5,Female,Low Education,Sample,2.47808935687549,,,
0.5,Female,Low Education,Counterfactual,2.29588713127417,0.00597728892751316,2.28049065529891,2.31128360724944
0.5,Female,Low Education,Total,0.182202225601315,0.00634109693220023,0.165868642306709,0.19853580889592
0.5,Female,Low Education,Structural,0.110412631580141,0.00730954294669064,0.0915844966625063,0.129240766497776
0.5,Female,Low Education,Characteristics,0.0717895940211735,0.00593101489644362,0.056512312051129,0.087066875991218
0.6,Female,Low Education,Sample,2.65728896059909,,,
0.6,Female,Low Education,Counterfactual,2.4133401464718,0.00693634011114585,2.39547331835413,2.43120697458947
0.6,Female,Low Education,Total,0.243948814127293,0.00752991494997532,0.224553038545916,0.263344589708671
0.6,Female,Low Education,Structural,0.139246583740201,0.00902617258667005,0.115996703892567,0.162496463587836
0.6,Female,Low Education,Characteristics,0.104702230387092,0.00680424453422671,0.0871756579273185,0.122228802846866
0.7,Female,Low Education,Sample,2.88354286836822,,,
0.7,Female,Low Education,Counterfactual,2.55245553849364,0.00857308289301824,2.53037274035605,2.57453833663123
0.7,Female,Low Education,Total,0.331087329874579,0.00947246122703888,0.306687886669241,0.355486773079916
0.7,Female,Low Education,Structural,0.182357201997798,0.0112626469120689,0.153346546046166,0.211367857949429
0.7,Female,Low Education,Characteristics,0.148730127876781,0.00826452062737286,0.12744213346501,0.170018122288553
0.8,Female,Low Education,Sample,3.21845432509947,,,
0.8,Female,Low Education,Counterfactual,2.74842492245385,0.0114812640002513,2.71885114620022,2.77799869870748
0.8,Female,Low Education,Total,0.470029402645621,0.0128691582546129,0.436880647701381,0.503178157589861
0.8,Female,Low Education,Structural,0.244935642878075,0.0148111957624934,0.206784530812445,0.283086754943704
0.8,Female,Low Education,Characteristics,0.225093759767546,0.0110155593745538,0.196719559135588,0.253467960399505
0.9,Female,Low Education,Sample,3.74633791364892,,,
0.9,Female,Low Education,Counterfactual,3.073014948934,0.0168699465997102,3.02956084613316,3.11646905173484
0.9,Female,Low Education,Total,0.673322964714921,0.0177499466627204,0.627602131964656,0.719043797465186
0.9,Female,Low Education,Structural,0.324634428586887,0.0221644277164465,0.267542646178473,0.381726210995302
0.9,Female,Low Education,Characteristics,0.348688536128033,0.0159576235785819,0.307584421699319,0.389792650556747
0.1,Female,Medium Education,Sample,2.2195683065265,,,
0.1,Female,Medium Education,Counterfactual,2.0606426258773,0.00400071367389195,2.05033747036098,2.07094778139362
0.1,Female,Medium Education,Total,0.158925680649201,0.00630799956042916,0.142677350534674,0.175174010763728
0.1,Female,Medium Education,Structural,0.0999226716985375,0.00654114533896335,0.0830737978556634,0.116771545541412
0.1,Female,Medium Education,Characteristics,0.0590030089506639,0.00392996907452012,0.048880079446474,0.0691259384548538
0.2,Female,Medium Education,Sample,2.42753662544348,,,
0.2,Female,Medium Education,Counterfactual,2.22088839491241,0.00394761121639936,2.21072002226219,2.23105676756263
0.2,Female,Medium Education,Total,0.206648230531072,0.00593666517321964,0.191356394412535,0.22194006664961
0.2,Female,Medium Education,Structural,0.135974909247554,0.00611625123777026,0.120220490081438,0.15172932841367
0.2,Female,Medium Education,Characteristics,0.0706733212835187,0.00369973531176066,0.0611434346521109,0.0802032079149264
0.3,Female,Medium Education,Sample,2.64318242815957,,,
0.3,Female,Medium Education,Counterfactual,2.36243771673298,0.00443181358954679,2.35102212142116,2.3738533120448
0.3,Female,Medium Education,Total,0.280744711426588,0.0064611369677482,0.264101925490819,0.297387497362357
0.3,Female,Medium Education,Structural,0.171345073903906,0.00635359649876622,0.154979293859458,0.187710853948353
0.3,Female,Medium Education,Characteristics,0.109399637522682,0.00414085847815393,0.0987334929128042,0.12006578213256
0.4,Female,Medium Education,Sample,2.86384922138113,,,
0.4,Female,Medium Education,Counterfactual,2.50673101365773,0.00506751722700779,2.49367795428816,2.51978407302729
0.4,Female,Medium Education,Total,0.357118207723401,0.00737226421982404,0.338128513512473,0.376107901934328
0.4,Female,Medium Education,Structural,0.202962736228625,0.00714140921615566,0.184567685101017,0.221357787356233
0.4,Female,Medium Education,Characteristics,0.154155471494776,0.00479585216569031,0.141802174950902,0.166508768038649
0.5,Female,Medium Education,Sample,3.11061356028524,,,
0.5,Female,Medium Education,Counterfactual,2.66727348586421,0.005977416193015,2.65187668207473,2.68267028965369
0.5,Female,Medium Education,Total,0.443340074421031,0.00830512079790754,0.421947500900267,0.464732647941794
0.5,Female,Medium Education,Structural,0.228743541361625,0.0080066532672525,0.20811976925248,0.249367313470769
0.5,Female,Medium Education,Characteristics,0.214596533059406,0.00567707104039055,0.199973367115239,0.229219699003573
0.6,Female,Medium Education,Sample,3.3884510545156,,,
0.6,Female,Medium Education,Counterfactual,2.85936955365391,0.00706596379651432,2.84116883704903,2.87757027025879
0.6,Female,Medium Education,Total,0.529081500861694,0.00895034734763627,0.506026933886711,0.552136067836677
0.6,Female,Medium Education,Structural,0.233519477213432,0.00878292579284566,0.210896159585324,0.256142794841539
0.6,Female,Medium Education,Characteristics,0.295562023648262,0.00674315446585701,0.278192808776751,0.312931238519773
0.7,Female,Medium Education,Sample,3.70121489598537,,,
0.7,Female,Medium Education,Counterfactual,3.09860395988823,0.00840434321157661,3.07695580636677,3.12025211340969
0.7,Female,Medium Education,Total,0.60261093609714,0.00940846770972291,0.578376329268942,0.626845542925338
0.7,Female,Medium Education,Structural,0.208586088492893,0.0100609961816749,0.182670679705241,0.234501497280544
0.7,Female,Medium Education,Characteristics,0.394024847604247,0.00799316274599464,0.373435824775079,0.414613870433416
0.8,Female,Medium Education,Sample,4.06254113066443,,,
0.8,Female,Medium Education,Counterfactual,3.41058012846845,0.0102954820918151,3.38406072400219,3.43709953293471
0.8,Female,Medium Education,Total,0.651961002195985,0.0100105727583682,0.626175475539672,0.677746528852298
0.8,Female,Medium Education,Structural,0.148672093760979,0.0120372388149902,0.117666221287511,0.179677966234447
0.8,Female,Medium Education,Characteristics,0.503288908435006,0.00980210352040371,0.47804036295073,0.528537453919282
0.9,Female,Medium Education,Sample,4.50445829524285,,,
0.9,Female,Medium Education,Counterfactual,3.85911425704669,0.0159278719688498,3.81808677768615,3.90014173640723
0.9,Female,Medium Education,Total,0.645344038196156,0.01316573954412,0.611431340475519,0.679256735916793
0.9,Female,Medium Education,Structural,0.0519291682136114,0.0174748494664897,0.00691693888272132,0.0969413975445014
0.9,Female,Medium Education,Characteristics,0.593414869982545,0.0161164355367059,0.551901683058341,0.634928056906749
0.1,Female,High Education,Sample,2.93217473478047,,,
0.1,Female,High Education,Counterfactual,2.6543043704633,0.0120163682792002,2.6233522569275,2.6852564839991
0.1,Female,High Education,Total,0.27787036431717,0.0137974413007573,0.242330510700683,0.313410217933656
0.1,Female,High Education,Structural,0.115073725785095,0.0157173272978203,0.0745885735579004,0.155558878012289
0.1,Female,High Education,Characteristics,0.162796638532075,0.00855917716588074,0.140749659173933,0.184843617890217
0.2,Female,High Education,Sample,3.30332914515559,,,
0.2,Female,High Education,Counterfactual,3.04613603693079,0.0124885987278392,3.01396753836736,3.07830453549422
0.2,Female,High Education,Total,0.257193108224799,0.0126771887404476,0.224538833980534,0.289847382469064
0.2,Female,High Education,Structural,0.0379437235558755,0.0147933625801333,-0.000161453276055733,0.0760489003878067
0.2,Female,High Education,Characteristics,0.219249384668923,0.00910767023705833,0.195789580785248,0.242709188552598
0.3,Female,High Education,Sample,3.54858434697227,,,
0.3,Female,High Education,Counterfactual,3.34468285265275,0.0119065439985778,3.31401362771722,3.37535207758829
0.3,Female,High Education,Total,0.203901494319511,0.0120594563687842,0.172838393219927,0.234964595419095
0.3,Female,High Education,Structural,-0.0318154926729677,0.0130998812498608,-0.0655585506693699,0.00192756532343454
0.3,Female,High Education,Characteristics,0.235716986992479,0.00986869523936129,0.210296912607139,0.261137061377819
0.4,Female,High Education,Sample,3.74665579201034,,,
0.4,Female,High Education,Counterfactual,3.59283607848888,0.0112355568762906,3.56389520184524,3.62177695513252
0.4,Female,High Education,Total,0.153819713521455,0.0112466541772688,0.124850252124765,0.182789174918144
0.4,Female,High Education,Structural,-0.0838710451978861,0.0122312066066047,-0.115376545592939,-0.0523655448028329
0.4,Female,High Education,Characteristics,0.237690758719341,0.0100872488590603,0.211707727515983,0.263673789922699
0.5,Female,High Education,Sample,3.92609985654717,,,
0.5,Female,High Education,Counterfactual,3.81747121826744,0.0106623989622768,3.79000669857428,3.8449357379606
0.5,Female,High Education,Total,0.108628638279733,0.0106821351170883,0.0811132816206678,0.136143994938797
0.5,Female,High Education,Structural,-0.124462428358445,0.0119731187301794,-0.155303138438512,-0.0936217182783791
0.5,Female,High Education,Characteristics,0.233091066638178,0.00972491777344401,0.208041338462737,0.258140794813619
0.6,Female,High Education,Sample,4.10788586636706,,,
0.6,Female,High Education,Counterfactual,4.03921272829188,0.0105657465406232,4.01199716873867,4.06642828784508
0.6,Female,High Education,Total,0.0686731380751873,0.0105010825520871,0.0416241419185353,0.0957221342318392
0.6,Female,High Education,Structural,-0.159213882843266,0.0124498131657964,-0.191282476419434,-0.127145289267099
0.6,Female,High Education,Characteristics,0.227887020918454,0.00979833625886798,0.202648179256836,0.253125862580071
0.7,Female,High Education,Sample,4.3055261962392,,,
0.7,Female,High Education,Counterfactual,4.27434533644984,0.0108865636246677,4.24630340685047,4.30238726604921
0.7,Female,High Education,Total,0.0311808597893553,0.0115307623875279,0.00147958413930134,0.0608821354394092
0.7,Female,High Education,Structural,-0.185692473395845,0.0132996989119411,-0.2199502275816,-0.151434719210089
0.7,Female,High Education,Characteristics,0.2168733331852,0.00985976658068777,0.191476257500512,0.242270408869888
0.8,Female,High Education,Sample,4.54585778014421,,,
0.8,Female,High Education,Counterfactual,4.54484771816378,0.0117351820445829,4.51461989237086,4.5750755439567
0.8,Female,High Education,Total,0.00101006198043585,0.0128052512554594,-0.0319740794426828,0.0339942034035545
0.8,Female,High Education,Structural,-0.195235824685393,0.0145914959083181,-0.232821027428653,-0.157650621942134
0.8,Female,High Education,Characteristics,0.196245886665829,0.010766967375595,0.168512016589416,0.223979756742242
0.9,Female,High Education,Sample,4.90642958599062,,,
0.9,Female,High Education,Counterfactual,4.90712952526244,0.0142336639053927,4.87046603667807,4.94379301384682
0.9,Female,High Education,Total,-0.000699939271825656,0.0159587081480234,-0.0418068473662889,0.0404069688226376
0.9,Female,High Education,Structural,-0.161101533013875,0.0176229632429665,-0.206495278150473,-0.115707787877277
0.9,Female,High Education,Characteristics,0.16040159374205,0.0113342125351221,0.131206596961431,0.189596590522668
